IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.32.6,443,443,true,FRA,Europe,Frankfurt,187,7.74
34.65.18.192,443,443,true,EWR,North America,Newark,178,7.71
34.65.174.156,443,443,true,CDG,Europe,Paris,178,7.70
34.154.172.234,443,443,true,FRA,Europe,Frankfurt,211,7.69
34.65.227.116,443,443,true,FRA,Europe,Frankfurt,179,7.62
34.118.119.46,443,443,true,FRA,Europe,Frankfurt,186,7.62
34.154.255.245,443,443,true,FRA,Europe,Frankfurt,198,7.60
34.65.125.44,443,443,true,CDG,Europe,Paris,175,7.58
34.65.216.199,443,443,true,FRA,Europe,Frankfurt,178,7.57
34.91.130.108,443,443,true,EWR,North America,Newark,181,7.55
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,171,7.52
34.118.124.151,443,443,true,FRA,Europe,Frankfurt,190,7.51
34.141.52.8,443,443,true,EWR,North America,Newark,181,7.51
34.116.255.222,443,443,true,FRA,Europe,Frankfurt,175,7.50
34.65.128.143,443,443,true,EWR,North America,Newark,164,7.50
34.65.34.181,443,443,true,AMS,Europe,Amsterdam,185,7.47
34.154.106.76,443,443,true,CDG,Europe,Paris,171,7.46
34.154.56.232,443,443,true,FRA,Europe,Frankfurt,177,7.45
34.154.65.62,443,443,true,FRA,Europe,Frankfurt,190,7.43
35.204.57.114,443,443,true,FRA,Europe,Frankfurt,210,7.41
34.65.59.29,443,443,true,FRA,Europe,Frankfurt,171,7.36
34.116.214.3,443,443,true,CDG,Europe,Paris,199,7.31
34.118.105.216,443,443,true,FRA,Europe,Frankfurt,187,7.29
34.154.113.214,443,443,true,FRA,Europe,Frankfurt,192,7.25
34.118.114.167,443,443,true,CDG,Europe,Paris,177,7.21
34.65.128.143,443,443,true,IAD,North America,Ashburn,183,7.21
34.154.239.19,443,443,true,FRA,Europe,Frankfurt,188,7.19
34.116.241.129,443,443,true,FRA,Europe,Frankfurt,178,7.18
34.65.181.48,443,443,true,CDG,Europe,Paris,171,7.14
34.118.77.217,443,443,true,FRA,Europe,Frankfurt,180,7.09
34.65.201.127,443,443,true,EWR,North America,Newark,191,7.02
34.154.129.114,443,443,true,CDG,Europe,Paris,221,7.00
34.118.100.32,443,443,true,CDG,Europe,Paris,218,6.94
34.141.222.30,443,443,true,FRA,Europe,Frankfurt,182,6.94
34.116.244.240,443,443,true,FRA,Europe,Frankfurt,187,6.93
34.89.234.44,443,443,true,FRA,Europe,Frankfurt,191,6.88
34.118.95.108,443,443,true,FRA,Europe,Frankfurt,186,6.87
34.154.144.207,443,443,true,FRA,Europe,Frankfurt,179,6.86
34.65.154.40,443,443,true,FRA,Europe,Frankfurt,173,6.79
34.65.13.54,443,443,true,FRA,Europe,Frankfurt,179,6.78
34.65.140.253,443,443,true,FRA,Europe,Frankfurt,194,6.77
34.154.187.190,443,443,true,FRA,Europe,Frankfurt,185,6.68
34.65.114.26,443,443,true,FRA,Europe,Frankfurt,164,6.68
34.65.40.117,443,443,true,CDG,Europe,Paris,178,6.65
34.65.103.109,443,443,true,FRA,Europe,Frankfurt,167,6.62
34.118.38.185,443,443,true,FRA,Europe,Frankfurt,195,6.61
34.154.62.244,443,443,true,FRA,Europe,Frankfurt,178,6.61
34.154.167.156,443,443,true,AMS,Europe,Amsterdam,163,6.59
34.154.7.95,443,443,true,FRA,Europe,Frankfurt,186,6.58
34.65.111.127,443,443,true,FRA,Europe,Frankfurt,175,6.57
34.154.71.10,443,443,true,CDG,Europe,Paris,188,6.56
34.65.184.228,443,443,true,EWR,North America,Newark,219,6.49
34.154.68.67,443,443,true,FRA,Europe,Frankfurt,178,6.48
34.154.89.222,443,443,true,FRA,Europe,Frankfurt,164,6.39
35.198.174.41,443,443,true,FRA,Europe,Frankfurt,168,6.37
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,192,6.34
34.154.24.171,443,443,true,AMS,Europe,Amsterdam,171,6.32
34.65.112.113,443,443,true,FRA,Europe,Frankfurt,174,6.27
34.65.70.183,443,443,true,CDG,Europe,Paris,211,6.27
34.65.5.169,443,443,true,CDG,Europe,Paris,181,6.26
34.116.206.109,443,443,true,IAD,North America,Ashburn,195,6.19
34.65.40.117,443,443,true,AMS,Europe,Amsterdam,195,6.17
34.65.114.157,443,443,true,FRA,Europe,Frankfurt,188,6.09
34.105.108.99,443,443,true,SEA,North America,Seattle,164,6.07
34.65.112.113,443,443,true,FRA,Europe,Frankfurt,218,6.02
34.65.205.105,443,443,true,FRA,Europe,Frankfurt,178,5.97
34.65.111.127,443,443,true,FRA,Europe,Frankfurt,181,5.95
34.154.164.14,443,443,true,FRA,Europe,Frankfurt,195,5.93
34.65.125.44,443,443,true,CDG,Europe,Paris,183,5.92
34.154.223.118,443,443,true,EWR,North America,Newark,202,5.91
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,186,5.89
34.118.47.39,443,443,true,AMS,Europe,Amsterdam,194,5.86
35.204.7.211,443,443,true,CDG,Europe,Paris,210,5.63
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,173,5.51
34.154.47.245,443,443,true,FRA,Europe,Frankfurt,194,5.30
34.154.179.41,443,443,true,EWR,North America,Newark,186,5.11
34.154.41.78,443,443,true,FRA,Europe,Frankfurt,187,4.99
34.65.41.25,443,443,true,CDG,Europe,Paris,189,4.97
34.65.103.109,443,443,true,FRA,Europe,Frankfurt,163,4.97
35.242.216.225,443,443,true,CDG,Europe,Paris,263,4.93
34.154.165.237,443,443,true,FRA,Europe,Frankfurt,196,4.70
34.65.205.105,443,443,true,FRA,Europe,Frankfurt,177,4.68
34.91.130.108,443,443,true,AMS,Europe,Amsterdam,223,4.22
34.65.193.225,443,443,true,FRA,Europe,Frankfurt,165,3.94
35.246.195.29,443,443,true,FRA,Europe,Frankfurt,159,3.81
34.154.18.33,443,443,true,AMS,Europe,Amsterdam,212,3.47
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,163,2.99
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,162,2.93
34.154.129.230,443,443,true,CDG,Europe,Paris,232,2.90
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,162,2.89
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,163,2.77
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,164,2.76
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,166,2.74
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,160,2.73
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,162,2.69
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,160,2.66
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,160,2.65
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,160,2.64
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,163,2.63
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,160,2.63
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,161,2.63
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,164,2.59
34.175.244.157,2053,80,false,MAD,Europe,Madrid,182,2.59
34.175.244.157,2083,80,false,MAD,Europe,Madrid,180,2.58
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,163,2.56
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,167,2.50
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,165,2.50
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,163,2.50
34.118.56.193,443,443,true,CDG,Europe,Paris,224,2.49
35.187.41.171,2087,80,false,CDG,Europe,Paris,163,2.46
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,163,2.46
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,161,2.45
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,160,2.44
34.175.244.157,2082,80,false,MAD,Europe,Madrid,186,2.42
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,160,2.41
35.187.41.171,2083,80,false,CDG,Europe,Paris,162,2.40
34.175.244.157,2087,80,false,MAD,Europe,Madrid,183,2.38
34.175.161.245,2096,80,false,MAD,Europe,Madrid,178,2.35
34.175.161.245,2095,80,false,MAD,Europe,Madrid,183,2.35
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,160,2.35
34.175.244.157,2095,80,false,MAD,Europe,Madrid,186,2.32
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,166,2.27
34.175.168.99,2087,80,false,MAD,Europe,Madrid,184,2.26
34.175.244.157,2096,80,false,MAD,Europe,Madrid,178,2.24
34.175.161.245,2083,80,false,MAD,Europe,Madrid,185,2.23
34.175.161.245,2087,80,false,MAD,Europe,Madrid,182,2.22
34.175.168.99,2083,80,false,MAD,Europe,Madrid,184,2.21
34.175.168.99,2052,80,false,MAD,Europe,Madrid,184,2.21
34.175.244.157,2086,80,false,MAD,Europe,Madrid,182,2.18
34.175.168.99,2096,80,false,MAD,Europe,Madrid,182,2.17
34.175.161.245,2082,80,false,MAD,Europe,Madrid,178,2.16
34.175.161.245,2052,80,false,MAD,Europe,Madrid,185,2.16
34.175.244.157,2052,80,false,MAD,Europe,Madrid,181,2.13
34.175.161.245,2086,80,false,MAD,Europe,Madrid,183,2.10
34.116.215.179,443,443,true,CDG,Europe,Paris,174,2.05
34.175.161.245,2053,80,false,MAD,Europe,Madrid,185,2.04
34.175.168.99,2082,80,false,MAD,Europe,Madrid,183,1.99
34.65.169.15,443,443,true,FRA,Europe,Frankfurt,189,1.34
34.145.66.39,8080,8080,false,BOM,Asia Pacific,Mumbai,399,1.15
34.154.53.117,443,443,true,FRA,Europe,Frankfurt,175,0.79
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,26,0.35
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,4,0.32
34.142.51.100,443,443,true,LHR,Europe,London,184,0.26
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,73,0.14
35.227.174.52,443,0,false,SEA,North America,Seattle,175,0.12
35.227.174.52,80,0,false,SEA,North America,Seattle,161,0.12
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,28,0.11
34.110.176.152,80,0,false,SIN,Asia Pacific,Singapore,23,0.09
34.110.176.152,80,0,false,SIN,Asia Pacific,Singapore,12,0.09
34.160.41.203,80,0,false,SIN,Asia Pacific,Singapore,18,0.08
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,154,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,102,0.04
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,40,0.04
34.65.19.230,443,0,true,FRA,Europe,Frankfurt,178,0.04
34.65.19.230,443,0,true,FRA,Europe,Frankfurt,176,0.04
35.204.20.220,443,0,true,FRA,Europe,Frankfurt,176,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.154.169.50,443,0,true,FRA,Europe,Frankfurt,184,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,208,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,40,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,206,0.03
35.241.70.8,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.03
34.121.17.180,80,0,false,ORD,North America,Chicago,206,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,37,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,221,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,224,0.02
35.192.66.130,80,0,false,ORD,North America,Chicago,206,0.02
34.135.54.87,80,0,false,ORD,North America,Chicago,206,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
34.65.142.228,443,0,true,FRA,Europe,Frankfurt,178,0.01
34.65.142.228,443,0,true,FRA,Europe,Frankfurt,171,0.01
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,10,0.01
34.65.142.228,443,0,true,FRA,Europe,Frankfurt,178,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,208,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
35.192.223.2,80,0,false,ORD,North America,Chicago,205,0.01
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,52,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,46,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,46,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,79,0.00
35.243.171.71,80,0,false,ATL,North America,Atlanta,240,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,8,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,10,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,5,0.00
34.159.98.120,80,0,false,TXL,Europe,Berlin,162,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,206,0.00
34.41.17.116,80,0,false,ORD,North America,Chicago,206,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,206,0.00
34.66.154.238,80,0,false,ORD,North America,Chicago,206,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,212,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,205,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,205,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,211,0.00
34.41.17.116,80,0,false,ORD,North America,Chicago,209,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
35.244.140.128,80,0,false,LHR,Europe,London,12,0.00
34.66.154.238,80,0,false,ORD,North America,Chicago,206,0.00
34.66.154.238,80,0,false,ORD,North America,Chicago,207,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,207,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,207,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,23,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,75,0.00
34.165.14.105,443,0,false,MRS,Europe,Marseille,277,0.00
34.100.190.34,80,0,false,DEL,Asia Pacific,New Delhi,62,0.00
34.165.14.105,443,0,false,MRS,Europe,Marseille,271,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,61,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,160,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,162,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,165,0.00
35.240.116.140,80,0,false,CDG,Europe,Paris,226,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,35,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,21,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.36.101.99,80,0,false,SIN,Asia Pacific,Singapore,9,0.00
34.170.71.34,80,0,false,ORD,North America,Chicago,206,0.00
34.159.120.110,80,0,false,FRA,Europe,Frankfurt,233,0.00
34.70.31.233,80,0,false,ORD,North America,Chicago,205,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.142.184.16,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.136.161.38,80,0,false,ORD,North America,Chicago,206,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
130.211.8.184,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,1,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.144.226.112,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.117.11.142,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.197.134.212,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.93.31,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.227.211.1,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.93.31,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.93.31,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.93.31,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,10,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,14,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,18,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,28,0.00
34.95.126.8,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,41,0.00
35.229.172.56,80,0,false,TPE,Asia Pacific,Taipei,42,0.00
35.201.193.97,443,443,true,TPE,Asia Pacific,Taipei,55,0.00
34.93.62.7,80,80,false,BOM,Asia Pacific,Mumbai,65,0.00
34.22.100.72,443,443,true,NRT,Asia Pacific,Tokyo,71,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.105.49.234,443,0,true,SEA,North America,Seattle,155,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,156,0.00
34.145.83.113,443,443,true,SEA,North America,Seattle,156,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,156,0.00
35.247.124.181,443,443,true,SEA,North America,Seattle,156,0.00
34.168.222.209,443,80,false,SEA,North America,Seattle,156,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,156,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,157,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,157,0.00
34.168.222.209,80,80,false,SEA,North America,Seattle,158,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,160,0.00
34.65.250.76,443,443,true,CDG,Europe,Paris,165,0.00
35.246.223.15,443,0,true,FRA,Europe,Frankfurt,171,0.00
34.65.114.157,443,443,true,FRA,Europe,Frankfurt,173,0.00
34.116.171.235,443,0,true,FRA,Europe,Frankfurt,174,0.00
34.65.103.109,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.65.125.44,443,443,true,CDG,Europe,Paris,175,0.00
34.65.177.1,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,176,0.00
